446,0.3557,35.57
445,0.3550,35.5
444,0.3538,35.38
443,0.3534,35.34
442,0.3532,35.32
441,0.3521,35.21
440,0.3520,35.2
439,0.3518,35.18
438,0.3517,35.17
437,0.3523,35.23
436,0.3527,35.27
435,0.3523,35.23
434,0.3525,35.25
433,0.3520,35.2
432,0.3511,35.11
431,0.3502,35.02
430,0.3507,35.07
429,0.3510,35.1
428,0.3520,35.2
427,0.3504,35.04
426,0.3506,35.06
425,0.3509,35.09
424,0.3499,34.99
423,0.3507,35.07
422,0.3502,35.02
421,0.3503,35.03
420,0.3505,35.05
419,0.3522,35.22
418,0.3514,35.14
417,0.3507,35.07
416,0.3512,35.12
415,0.3523,35.23
414,0.3524,35.24
413,0.3525,35.25
412,0.3530,35.3
411,0.3534,35.34
410,0.3527,35.27
409,0.3548,35.48
408,0.3561,35.61
407,0.3559,35.59
406,0.3564,35.64
405,0.3563,35.63
404,0.3587,35.87
403,0.3575,35.75
402,0.3578,35.78
401,0.3596,35.96
400,0.3599,35.99
399,0.3612,36.12
398,0.3624,36.24
397,0.3609,36.09
396,0.3642,36.42
395,0.3636,36.36
394,0.3637,36.37
393,0.3662,36.62
392,0.3650,36.5
391,0.3669,36.69
390,0.3678,36.78
389,0.3695,36.95
388,0.3704,37.04
387,0.3690,36.9
386,0.3709,37.09
385,0.3689,36.89
384,0.3709,37.09
383,0.3734,37.34
382,0.3728,37.28
381,0.3734,37.34
380,0.3749,37.49
379,0.3752,37.52
378,0.3755,37.55
377,0.3760,37.6
376,0.3764,37.64
375,0.3783,37.83
374,0.3777,37.77
373,0.3779,37.79
372,0.3792,37.92
371,0.3806,38.06
370,0.3793,37.93
369,0.3810,38.1
368,0.3804,38.04
367,0.3821,38.21
366,0.3828,38.28
365,0.3822,38.22
364,0.3835,38.35
363,0.3845,38.45
362,0.3847,38.47
361,0.3824,38.24
360,0.3849,38.49
359,0.3848,38.48
358,0.3859,38.59
357,0.3872,38.72
356,0.3861,38.61
355,0.3863,38.63
354,0.3885,38.85
353,0.3887,38.87
352,0.3872,38.72
351,0.3890,38.9
350,0.3891,38.91
349,0.3887,38.87
348,0.3902,39.02
347,0.3893,38.93
346,0.3921,39.21
345,0.3927,39.27
344,0.3914,39.14
343,0.3953,39.53
342,0.3981,39.81
341,0.3924,39.24
340,0.3961,39.61
339,0.4000,40
338,0.3943,39.43
337,0.3976,39.76
336,0.4018,40.18
335,0.3997,39.97
334,0.4008,40.08
333,0.4012,40.12
332,0.4042,40.42
331,0.4041,40.41
330,0.4018,40.18
329,0.4078,40.78
328,0.4062,40.62
327,0.4086,40.86
326,0.4088,40.88
325,0.4107,41.07
324,0.4119,41.19
323,0.4141,41.41
322,0.4128,41.28
321,0.4167,41.67
320,0.4175,41.75
319,0.4226,42.26
318,0.4236,42.36
317,0.4262,42.62
316,0.4239,42.39
315,0.4261,42.61
314,0.4290,42.9
313,0.4295,42.95
312,0.4344,43.44
311,0.4372,43.72
310,0.4387,43.87
309,0.4419,44.19
308,0.4441,44.41
307,0.4477,44.77
306,0.4507,45.07
305,0.4530,45.3
304,0.4556,45.56
303,0.4586,45.86
302,0.4615,46.15
301,0.4653,46.53
300,0.4688,46.88
299,0.4743,47.43
298,0.4763,47.63
297,0.4831,48.31
296,0.4870,48.7
295,0.4928,49.28
294,0.4973,49.73
293,0.5040,50.4
292,0.5110,51.1
291,0.5170,51.7
290,0.5239,52.39
289,0.5341,53.41
288,0.5420,54.2
287,0.5498,54.98
286,0.5575,55.75
285,0.5647,56.47
284,0.5694,56.94
283,0.5740,57.4
282,0.5822,58.22
281,0.5842,58.42
280,0.5869,58.69
279,0.6500,65
110,0.6500,65

