350.08666 0.0
353.89948 0.0
360.48527 0.0
367.76430 0.0
375.73657 0.0
383.36222 2.05395
391.68111 10.55876
398.61352 17.17142
404.15945 32.33497
408.31889 55.10004
414.55806 82.60207
417.67764 106.32144
420.79723 129.09144
425.64991 159.44815
430.50260 181.26056
433.96880 195.48461
439.51473 211.59753
446.44714 222.95702
454.07279 229.56640
461.35182 225.73437
468.63085 217.15552
475.90988 198.13362
480.41594 187.66920
484.57539 174.35831
489.77470 154.87161
498.44021 133.46971
504.67938 116.35149
511.61179 103.50213
519.23744 89.70011
525.82322 75.42834
534.48873 60.67202
543.84749 44.48835
551.81976 31.63405
560.83189 22.09760
567.76430 17.79254
575.73657 14.43192
590.64125 8.66496
598.26690 5.78066
700.00000 0.00000
800.00000 0.00000
