353.45694  0.00008
356.89280  0.00009
360.32851  0.00010
363.76375  0.00008
367.19983  0.00011
370.63606  0.00014
373.44735  0.00016
380.78887  0.00026
385.63962  0.00077
389.08314  0.00119
392.63360  0.00254
395.22414  0.00386
399.49461  0.00670
402.96340  0.00845
406.42738  0.00994
409.88870  0.01130
413.66521  0.01280
417.11474  0.01354
420.56068  0.01408
423.98695  0.01360
427.41172  0.01303
430.83778  0.01253
434.26570  0.01212
437.66231  0.01172
440.96718  0.01141
445.63913  0.01073
448.59148  0.00996
451.97578  0.00911
455.38116  0.00830
459.92680  0.00749
464.14798  0.00681
467.57144  0.00618
469.75168  0.00586
474.72850  0.00479
482.36447  0.00395
487.19610  0.00345
490.62402  0.00305
494.05341  0.00272
496.70284  0.00244
500.91343  0.00214
504.34515  0.00193
507.77818  0.00180
511.21030  0.00162
514.64097  0.00136
518.07489  0.00127
521.50815  0.00115
524.94158  0.00104
528.37382  0.00086
531.80774  0.00078
535.24179  0.00070
538.67518  0.00058
545.54433  0.00048
548.97970  0.00047
552.41406  0.00040
555.84982  0.00041
558.34851  0.00042
565.10458  0.00036
567.56107  0.00036
573.33843  0.00033
576.77279  0.00027
580.20586  0.00013
583.64376  0.00026
587.07847  0.00021
590.42149  0.00004
593.94721  0.00009
597.38369  0.00013
599.88171  0.00010
605.50064  0.00005
608.46781  0.00005
615.96514  0.00003
620.80621  0.00004
624.24025  0.00004
627.05118  0.00004
