374.14773 0.0
379.54545 0.0
382.95455 0.53768
386.93182 1.12007
388.93768 1.77045
391.64457 3.25048
394.85899 8.18064
397.05834 12.09350
398.75014 15.87428
400.27277 20.19245
401.45703 24.21919
402.64129 28.46487
403.99473 31.83455
405.34818 36.16755
406.87080 40.67547
408.05506 43.21342
410.59277 48.79702
412.62293 52.40215
414.65310 56.04232
416.34490 60.27850
418.37507 63.72850
420.74359 68.10380
423.61966 72.12555
427.17245 74.52946
430.89441 73.01131
434.27802 69.55461
437.15409 65.26161
439.52261 62.05431
442.39868 58.63197
446.12065 55.64892
449.84262 53.71679
453.56459 51.73688
457.28655 48.84937
460.83934 45.57040
464.22295 41.58949
467.60656 37.97639
471.15935 33.87740
474.88131 30.25744
478.60328 27.22662
482.32525 24.54611
486.04722 22.27959
489.76919 19.75830
493.49116 17.65101
497.21312 15.90995
500.93509 13.88227
504.65706 12.45966
508.37903 11.00521
512.10100 9.90106
514.77273 8.87325
517.89773 7.69218
521.02273 7.09935
524.71591 6.50568
528.12500 5.61832
531.04920 5.25556
534.77117 4.50171
538.49314 3.82748
542.21511 3.40801
545.93708 3.00447
549.65904 2.60092
553.38101 2.24515
557.10298 1.92122
560.82495 1.67690
564.54692 1.49627
568.26889 1.20419
571.99085 1.02356
575.71282 0.85886
579.43479 0.66231
582.64922 0.65759
585.22727 0.24022
588.63636 0.0
592.04545 0.0
595.73864 0.0
