75 dep3B 5 0.0 37.05	 41.00	 0.00	 590.0	 430e3	 430e3	 430e3	 1e3	 7.5	 10.5	 2.0	 0.0 0 0 0.00	 EnrichedGe EnrichedGe EnrichedGe 1.0 0.001
76 dep3D 5 0.0 39.00	 26.40	 0.00	 590.0	 999e3	 999e3	 999e3	 1e3	 7.5	 10.5	 2.0	 0.0 0 0 0.00	 EnrichedGe EnrichedGe EnrichedGe 1.0 0.001
77 dep4C 5 0.0 37.28	 33.45	 0.00	 590.0	 640e3	 640e3	 640e3	 1e3	 7.5	 10.5	 2.0	 0.0 0 0 0.00	 EnrichedGe EnrichedGe EnrichedGe 1.0 0.001
78 dep4D 5 0.0 37.00	 32.00	 0.00	 590.0	 394e3	 394e3	 394e3	 1e3	 7.5	 10.5	 2.0	 0.0 0 0 0.00	 EnrichedGe EnrichedGe EnrichedGe 1.0 0.001
79      ANG1    11      6.75    29.23   68      51     1e3     800e3   800e3   800e3   1e-10   13     19.5    4       1e3     0       0       0       EnrichedGe      EnrichedGe      EnrichedGe 1.0 0.001
80      RGI     11      6.75    38.25   84      73     1e3     800e3   800e3   800e3   1e-10   17     20      2       1e3     0       0       0       EnrichedGe      EnrichedGe      EnrichedGe 1.0 0.001
81      RGII    11      6.5     38.25   84      70     1e3     800e3   800e3   800e3   1e-10   17     20      2       1e3     0       0       0       EnrichedGe      EnrichedGe      EnrichedGe 1.0 0.001
82      RGIII   11      6.5     39.5    81      71     1e3     800e3   800e3   800e3   1e-10   13     16      2.5     1e3     0       0       0       EnrichedGe      EnrichedGe      EnrichedGe 1.0 0.001
83      ANG2    11      7       40      107     94     1e3     800e3   800e3   800e3   1e-10   15     18      2       1e3     0       0       0       EnrichedGe      EnrichedGe      EnrichedGe 1.0 0.001
84      ANG3    11      7.5     39      93      83     1e3     800e3   800e3   800e3   1e-10   17     20      2       1e3     0       0       0       EnrichedGe      EnrichedGe      EnrichedGe 1.0 0.001
85      ANG4    11      7       37.5    100     89     1e3     800e3   800e3   800e3   1e-10   15     18      2       1e3     0       0       0       EnrichedGe      EnrichedGe      EnrichedGe 1.0 0.001
86      ANG5    11      6.25    39.25   105     94     1e3     800e3   800e3   800e3   1e-10   15     18      2       1e3     0       0       0       EnrichedGe      EnrichedGe      EnrichedGe 1.0 0.001
87      GTF1    11      5.75    43.5    75      43     1e3     800e3   800e3   800e3   1e-10   15     20      2       1e3     0       0       0       NaturalGe       NaturalGe       NaturalGe 1.0 0.001
88      GTF2    11      6       42      84      46     1e3     800e3   1e3     800e3   1e3     0      0       0       0       0       0       0       NaturalGe       NaturalGe       NaturalGe 1.0 0.001
89      GTF3    11      6       44.5    71      41.5   1e3     800e3   800e3   800e3   1e-10   15     20      2       1e3     0       0       0       NaturalGe       NaturalGe       NaturalGe 1.0 0.001
90      GTF4    11      5.75    42.5    100     63     1e3     800e3   800e3   800e3   1e-10   17     20      2       1e3     0       0       0       NaturalGe       NaturalGe       NaturalGe 1.0 0.001
91      GTF5    11      5.75    42      105     67.5   1e3     800e3   1e3     800e3   1e3     0      0       0       0       0       0       0       NaturalGe       NaturalGe       NaturalGe 1.0 0.001
92      GTF6    11      5.75    42      82.5    42.5   1e3     800e3   1e3     800e3   1e3     0      0       0       0       0       0       0       NaturalGe       NaturalGe       NaturalGe 1.0 0.001
